month,product_group_id,product_group_name,market_revenue,revenue_amazon
2025-04-01,8,Integrated Stovetops,1375715584.0,129912104.0
2025-05-01,8,Integrated Stovetops,1447128960.0,121227736.0
2025-06-01,8,Integrated Stovetops,1386333568.0,113029232.0
2025-07-01,8,Integrated Stovetops,1535313280.0,132165288.0
2025-08-01,8,Integrated Stovetops,1565382144.0,146963920.0
2025-09-01,8,Integrated Stovetops,1556188288.0,147626272.0
2025-10-01,8,Integrated Stovetops,1599428864.0,150881552.0
2025-11-01,8,Integrated Stovetops,1484544768.0,135442256.0
2025-12-01,8,Integrated Stovetops,1626796672.0,153579440.0
2025-01-01,9,Cooking Appliances,1760838528.0,156775776.0
2025-02-01,9,Cooking Appliances,1529874304.0,151593280.0
2025-03-01,9,Cooking Appliances,1829047424.0,163061424.0
2025-04-01,9,Cooking Appliances,1417710080.0,135935888.0
2025-05-01,9,Cooking Appliances,1384114176.0,123074504.0
2025-06-01,9,Cooking Appliances,1390298624.0,138740800.0
2025-07-01,9,Cooking Appliances,1576691456.0,140843104.0
2025-08-01,9,Cooking Appliances,1429405440.0,144523552.0
2025-09-01,9,Cooking Appliances,1487016064.0,130641328.0
2025-10-01,9,Cooking Appliances,1464541312.0,146396624.0
2025-11-01,9,Cooking Appliances,1353863936.0,129659904.0
2025-12-01,9,Cooking Appliances,1474389248.0,131070648.0
2025-01-01,10,Baking Ovens,1646877056.0,179894512.0
2025-02-01,10,Baking Ovens,1613896320.0,157827104.0
2025-03-01,10,Baking Ovens,1131620992.0,121726768.0
2025-04-01,10,Baking Ovens,1301499520.0,131256752.0
2025-05-01,10,Baking Ovens,1387221248.0,143692928.0
2025-06-01,10,Baking Ovens,1588576896.0,170723264.0
2025-07-01,10,Baking Ovens,1819967232.0,175215344.0
2025-08-01,10,Baking Ovens,1852039936.0,174339712.0
2025-09-01,10,Baking Ovens,1794923136.0,154728400.0
2025-10-01,10,Baking Ovens,1578863488.0,157590176.0
2025-11-01,10,Baking Ovens,1620375040.0,186630160.0
2025-12-01,10,Baking Ovens,1410442112.0,140717072.0
2025-01-01,11,Climate Control Units,1000000000.0,122124864.0
2025-02-01,11,Climate Control Units,1000000000.0,145187024.0
2025-03-01,11,Climate Control Units,1000000000.0,142532032.0
2025-04-01,11,Climate Control Units,1000000000.0,140983792.0
2025-05-01,11,Climate Control Units,1000000000.0,146498080.0
2025-06-01,11,Climate Control Units,1000000000.0,147282464.0
2025-07-01,11,Climate Control Units,1000000000.0,150843744.0
2025-08-01,11,Climate Control Units,1000000000.0,150213184.0
2025-09-01,11,Climate Control Units,1000000000.0,141780848.0
2025-10-01,11,Climate Control Units,1000000000.0,144469968.0
2025-11-01,11,Climate Control Units,1000000000.0,139440016.0
2025-12-01,11,Climate Control Units,1000000000.0,143129136.0
2025-01-01,13,Digital Tablets,3456835584.0,396254752.0
2025-02-01,13,Digital Tablets,3518497536.0,475110848.0
2025-03-01,13,Digital Tablets,3354632448.0,431968416.0
2025-04-01,13,Digital Tablets,3208027392.0,431852832.0
2025-05-01,13,Digital Tablets,3049876480.0,432020032.0
2025-06-01,13,Digital Tablets,2753719296.0,413588384.0
2025-07-01,13,Digital Tablets,2880142848.0,365167968.0
2025-08-01,13,Digital Tablets,2881879296.0,412182720.0
2025-09-01,13,Digital Tablets,2819417600.0,435196992.0
2025-10-01,13,Digital Tablets,3113934336.0,449702272.0
2025-11-01,13,Digital Tablets,2671491072.0,436793472.0
2025-12-01,13,Digital Tablets,2721363456.0,447978976.0
2025-01-01,14,Display Screens,1713141248.0,576277824.0
2025-02-01,14,Display Screens,1502272128.0,493075776.0
2025-03-01,14,Display Screens,1437932544.0,610615936.0
2025-04-01,14,Display Screens,1416212992.0,558799424.0
2025-05-01,14,Display Screens,1549998080.0,587190336.0
2025-06-01,14,Display Screens,1429108096.0,558194304.0
2025-07-01,14,Display Screens,1582361216.0,614058048.0
2025-08-01,14,Display Screens,1497820032.0,631688256.0
2025-09-01,14,Display Screens,1459214208.0,595931840.0
2025-10-01,14,Display Screens,1276403584.0,431827584.0
2025-11-01,14,Display Screens,1384264704.0,477078848.0
2025-12-01,14,Display Screens,1308701440.0,533383488.0
2025-01-01,15,Mobile Phones & Refurbished Devices,38531465216.0,2095867136.0
2025-02-01,15,Mobile Phones & Refurbished Devices,38392299520.0,2372680704.0
2025-03-01,15,Mobile Phones & Refurbished Devices,36766314496.0,2077913984.0
2025-04-01,15,Mobile Phones & Refurbished Devices,38864584704.0,2254125824.0
2025-05-01,15,Mobile Phones & Refurbished Devices,36722274304.0,1720182656.0
2025-06-01,15,Mobile Phones & Refurbished Devices,36302249984.0,2514970624.0
2025-07-01,15,Mobile Phones & Refurbished Devices,34852216832.0,2423085312.0
2025-08-01,15,Mobile Phones & Refurbished Devices,37331931136.0,2566987008.0
2025-09-01,15,Mobile Phones & Refurbished Devices,34884673536.0,2594312192.0
2025-10-01,15,Mobile Phones & Refurbished Devices,39817990144.0,2645611008.0
2025-11-01,15,Mobile Phones & Refurbished Devices,41776558080.0,2440733696.0
2025-12-01,15,Mobile Phones & Refurbished Devices,34358697984.0,2389142528.0
2025-01-01,16,Flat-Screen TVs,12574516224.0,937778688.0
2025-02-01,16,Flat-Screen TVs,12637270016.0,922967872.0
2025-03-01,16,Flat-Screen TVs,11469774848.0,901323904.0
2025-04-01,16,Flat-Screen TVs,12086554624.0,950439040.0
2025-05-01,16,Flat-Screen TVs,11427307520.0,921551232.0
2025-06-01,16,Flat-Screen TVs,12541775872.0,945325120.0
2025-07-01,16,Flat-Screen TVs,13539229696.0,923961280.0
2025-08-01,16,Flat-Screen TVs,13371667456.0,929570816.0
2025-09-01,16,Flat-Screen TVs,13102224384.0,938568064.0
2025-10-01,16,Flat-Screen TVs,11295477760.0,958419712.0
2025-11-01,16,Flat-Screen TVs,11056933888.0,909262848.0
2025-12-01,16,Flat-Screen TVs,11979872256.0,912396096.0
2025-01-01,17,Floor Cleaning Devices,4749279744.0,556530816.0
2025-02-01,17,Floor Cleaning Devices,4943922176.0,709450496.0
2025-03-01,17,Floor Cleaning Devices,5274598400.0,674364096.0
2025-04-01,17,Floor Cleaning Devices,5200988160.0,730556544.0
2025-05-01,17,Floor Cleaning Devices,5339685888.0,681528128.0
2025-06-01,17,Floor Cleaning Devices,5523985408.0,830113664.0
2025-07-01,17,Floor Cleaning Devices,5671300096.0,758442176.0
2025-08-01,17,Floor Cleaning Devices,4840125952.0,728714752.0
2025-09-01,17,Floor Cleaning Devices,5210632704.0,652684288.0
2025-10-01,17,Floor Cleaning Devices,5122018304.0,686596544.0
2025-11-01,17,Floor Cleaning Devices,5175293440.0,667166592.0
2025-12-01,17,Floor Cleaning Devices,5057442816.0,676146048.0
2025-01-01,18,Fabric Care Appliances,1494492288.0,222715264.0
2025-02-01,18,Fabric Care Appliances,1377863552.0,224331440.0
2025-03-01,18,Fabric Care Appliances,1369850496.0,220016992.0
2025-04-01,18,Fabric Care Appliances,1340836864.0,224192128.0
2025-05-01,18,Fabric Care Appliances,1311872640.0,209902144.0
2025-06-01,18,Fabric Care Appliances,1368807424.0,215029984.0
2025-07-01,18,Fabric Care Appliances,1381004160.0,209027840.0
2025-08-01,18,Fabric Care Appliances,1444785408.0,222123040.0
2025-09-01,18,Fabric Care Appliances,1408664960.0,228020976.0
2025-10-01,18,Fabric Care Appliances,1439832960.0,237676112.0
2025-11-01,18,Fabric Care Appliances,1523298048.0,238933392.0
2025-12-01,18,Fabric Care Appliances,1565600256.0,236558624.0
2025-01-01,19,Electric Cookware,1000000000.0,143241648.0
2025-02-01,19,Electric Cookware,1000000000.0,144505904.0
2025-03-01,19,Electric Cookware,1000000000.0,141669232.0
2025-04-01,19,Electric Cookware,1000000000.0,141792736.0
2025-05-01,19,Electric Cookware,1000000000.0,152473360.0
2025-06-01,19,Electric Cookware,1000000000.0,138165584.0
2025-07-01,19,Electric Cookware,1000000000.0,152638624.0
2025-08-01,19,Electric Cookware,1000000000.0,145613888.0
2025-09-01,19,Electric Cookware,1000000000.0,151575824.0
2025-10-01,19,Electric Cookware,1000000000.0,142229248.0
2025-11-01,19,Electric Cookware,1000000000.0,153199760.0
2025-12-01,19,Electric Cookware,1000000000.0,152032400.0
2025-01-01,21,Smart Wearables,2472740352.0,201886832.0
2025-02-01,21,Smart Wearables,2321155072.0,202186640.0
2025-03-01,21,Smart Wearables,2238850560.0,200737584.0
2025-04-01,21,Smart Wearables,2394731008.0,201224000.0
2025-05-01,21,Smart Wearables,2440321280.0,190952592.0
2025-06-01,21,Smart Wearables,2350812928.0,185277760.0
2025-07-01,21,Smart Wearables,2424865024.0,200124448.0
2025-08-01,21,Smart Wearables,2331579136.0,178551088.0
2025-09-01,21,Smart Wearables,2465422592.0,189400288.0
2025-10-01,21,Smart Wearables,2197948928.0,177534736.0
2025-11-01,21,Smart Wearables,2370130688.0,181136816.0
2025-12-01,21,Smart Wearables,2166378752.0,175658672.0
2025-01-01,23,Hot Beverage Machines,1801131648.0,254745152.0
2025-02-01,23,Hot Beverage Machines,1715779584.0,244664064.0
2025-03-01,23,Hot Beverage Machines,1735384576.0,295725824.0
2025-04-01,23,Hot Beverage Machines,1616621440.0,312042528.0
2025-05-01,23,Hot Beverage Machines,1477716736.0,318171232.0
2025-06-01,23,Hot Beverage Machines,1534789504.0,304193216.0
2025-07-01,23,Hot Beverage Machines,1661447040.0,243003776.0
2025-08-01,23,Hot Beverage Machines,1643214592.0,286980352.0
2025-09-01,23,Hot Beverage Machines,1549937920.0,314286080.0
2025-10-01,23,Hot Beverage Machines,1413625088.0,338804064.0
2025-11-01,23,Hot Beverage Machines,1565807232.0,348648256.0
2025-12-01,23,Hot Beverage Machines,1585462912.0,338162336.0
2025-01-01,26,Kitchen Prep Appliances,1405301248.0,214694704.0
2025-02-01,26,Kitchen Prep Appliances,1419365760.0,236953184.0
2025-03-01,26,Kitchen Prep Appliances,1435823872.0,232872688.0
2025-04-01,26,Kitchen Prep Appliances,1520478336.0,246371456.0
2025-05-01,26,Kitchen Prep Appliances,1549274112.0,225563024.0
2025-06-01,26,Kitchen Prep Appliances,1582587008.0,237954032.0
2025-07-01,26,Kitchen Prep Appliances,1631695360.0,221237424.0
2025-08-01,26,Kitchen Prep Appliances,1595601792.0,235010256.0
2025-09-01,26,Kitchen Prep Appliances,1346874624.0,219959264.0
2025-10-01,26,Kitchen Prep Appliances,1577079680.0,238353632.0
2025-11-01,26,Kitchen Prep Appliances,1480670208.0,226404656.0
2025-12-01,26,Kitchen Prep Appliances,1552113792.0,230005680.0
2025-01-01,27,Electric Razors,1000000000.0,255109232.0
2025-02-01,27,Electric Razors,1000000000.0,254185504.0
2025-03-01,27,Electric Razors,1000000000.0,255915104.0
2025-04-01,27,Electric Razors,1000000000.0,250898480.0
2025-05-01,27,Electric Razors,1000000000.0,235207920.0
2025-06-01,27,Electric Razors,1000000000.0,236793552.0
2025-07-01,27,Electric Razors,1000000000.0,240622192.0
2025-08-01,27,Electric Razors,1000000000.0,252768432.0
2025-09-01,27,Electric Razors,1000000000.0,255701520.0
2025-10-01,27,Electric Razors,1000000000.0,245784256.0
2025-11-01,27,Electric Razors,1000000000.0,252946992.0
2025-12-01,27,Electric Razors,1000000000.0,256382656.0
2025-01-01,29,All-in-One Printers & Printers,1000000000.0,221522944.0
2025-02-01,29,All-in-One Printers & Printers,1000000000.0,213146944.0
2025-03-01,29,All-in-One Printers & Printers,1000000000.0,204208288.0
2025-04-01,29,All-in-One Printers & Printers,1000000000.0,209480704.0
2025-05-01,29,All-in-One Printers & Printers,1000000000.0,211144928.0
2025-06-01,29,All-in-One Printers & Printers,1000000000.0,212964368.0
2025-07-01,29,All-in-One Printers & Printers,1000000000.0,195204240.0
2025-08-01,29,All-in-One Printers & Printers,1000000000.0,210167488.0
2025-09-01,29,All-in-One Printers & Printers,1000000000.0,194981104.0
2025-10-01,29,All-in-One Printers & Printers,1000000000.0,199704864.0
2025-11-01,29,All-in-One Printers & Printers,1000000000.0,211240496.0
2025-12-01,29,All-in-One Printers & Printers,1000000000.0,211686800.0
2025-01-01,30,Electric Kettles & Heaters,1000000000.0,130561128.0
2025-02-01,30,Electric Kettles & Heaters,1000000000.0,130207824.0
2025-03-01,30,Electric Kettles & Heaters,1000000000.0,130407680.0
2025-04-01,30,Electric Kettles & Heaters,1000000000.0,136309760.0
2025-05-01,30,Electric Kettles & Heaters,1000000000.0,131053488.0
2025-06-01,30,Electric Kettles & Heaters,1000000000.0,134307904.0
2025-07-01,30,Electric Kettles & Heaters,1000000000.0,136930800.0
2025-08-01,30,Electric Kettles & Heaters,1000000000.0,135419408.0
2025-09-01,30,Electric Kettles & Heaters,1000000000.0,127657232.0
2025-10-01,30,Electric Kettles & Heaters,1000000000.0,129188768.0
2025-11-01,30,Electric Kettles & Heaters,1000000000.0,127212712.0
2025-12-01,30,Electric Kettles & Heaters,1000000000.0,126974016.0
2025-01-01,34,Sandwich Makers & Grills,1000000000.0,153091712.0
2025-02-01,34,Sandwich Makers & Grills,1000000000.0,144968656.0
2025-03-01,34,Sandwich Makers & Grills,1000000000.0,165414464.0
2025-04-01,34,Sandwich Makers & Grills,1000000000.0,149982720.0
2025-05-01,34,Sandwich Makers & Grills,1000000000.0,161301232.0
2025-06-01,34,Sandwich Makers & Grills,1000000000.0,144429680.0
2025-07-01,34,Sandwich Makers & Grills,1000000000.0,144989968.0
2025-08-01,34,Sandwich Makers & Grills,1000000000.0,161181584.0
2025-09-01,34,Sandwich Makers & Grills,1000000000.0,148036448.0
2025-10-01,34,Sandwich Makers & Grills,1000000000.0,149434560.0
2025-11-01,34,Sandwich Makers & Grills,1000000000.0,148942896.0
2025-12-01,34,Sandwich Makers & Grills,1000000000.0,169503920.0
2025-01-01,36,Mice & Keyboards,1386593792.0,442736192.0
2025-02-01,36,Mice & Keyboards,1323957248.0,430334080.0
2025-03-01,36,Mice & Keyboards,1407533056.0,438897504.0
2025-04-01,36,Mice & Keyboards,1483780864.0,442150496.0
2025-05-01,36,Mice & Keyboards,1488643072.0,434626816.0
2025-06-01,36,Mice & Keyboards,1571904384.0,411467904.0
2025-07-01,36,Mice & Keyboards,1470843776.0,406119040.0
2025-08-01,36,Mice & Keyboards,1408530304.0,401264128.0
2025-09-01,36,Mice & Keyboards,1629568128.0,364899936.0
2025-10-01,36,Mice & Keyboards,1392422400.0,404481984.0
2025-11-01,36,Mice & Keyboards,1401737600.0,408627744.0
2025-12-01,36,Mice & Keyboards,1809241600.0,509913600.0
2025-01-01,39,Desktop Computers,1678658304.0,368677184.0
2025-02-01,39,Desktop Computers,1366972800.0,431744896.0
2025-03-01,39,Desktop Computers,1526180736.0,426314592.0
2025-04-01,39,Desktop Computers,1358734208.0,414913504.0
2025-05-01,39,Desktop Computers,1557620864.0,497593216.0
2025-06-01,39,Desktop Computers,1497490560.0,441186880.0
2025-07-01,39,Desktop Computers,1553963904.0,480818368.0
2025-08-01,39,Desktop Computers,1292611456.0,434043296.0
2025-09-01,39,Desktop Computers,1317348736.0,420635456.0
2025-10-01,39,Desktop Computers,1658503168.0,493160928.0
2025-11-01,39,Desktop Computers,1633570560.0,515512704.0
2025-12-01,39,Desktop Computers,1247991424.0,419365568.0
2025-01-01,40,Audio Headsets,3366484480.0,534142560.0
2025-02-01,40,Audio Headsets,2725795328.0,416445216.0
2025-03-01,40,Audio Headsets,3867436544.0,493776736.0
2025-04-01,40,Audio Headsets,4001269760.0,481421184.0
2025-05-01,40,Audio Headsets,3405925888.0,497769920.0
2025-06-01,40,Audio Headsets,4023544320.0,503053920.0
2025-07-01,40,Audio Headsets,3796864000.0,528861280.0
2025-08-01,40,Audio Headsets,3836378112.0,454562848.0
2025-09-01,40,Audio Headsets,3871291904.0,414312864.0
2025-10-01,40,Audio Headsets,3519418880.0,424425984.0
2025-11-01,40,Audio Headsets,3551788288.0,400484288.0
2025-12-01,40,Audio Headsets,3808233984.0,449950912.0
2025-01-01,43,Communication Gadgets,1509864960.0,379503680.0
2025-02-01,43,Communication Gadgets,1551239552.0,361780256.0
2025-03-01,43,Communication Gadgets,1538396416.0,330601792.0
2025-04-01,43,Communication Gadgets,1405311488.0,324437632.0
2025-05-01,43,Communication Gadgets,1610582656.0,377039040.0
2025-06-01,43,Communication Gadgets,1508803328.0,356663744.0
2025-07-01,43,Communication Gadgets,1442911104.0,387728768.0
2025-08-01,43,Communication Gadgets,1642251520.0,406603520.0
2025-09-01,43,Communication Gadgets,1448760704.0,336148064.0
2025-10-01,43,Communication Gadgets,1691303808.0,373667520.0
2025-11-01,43,Communication Gadgets,1559291008.0,373681568.0
2025-12-01,43,Communication Gadgets,1590788736.0,407485696.0
