month,product_group_id,product_group_name,market_revenue,revenue_amazon
2024-04-01,8,Integrated Stovetops,1569460608.0,132751944.0
2024-05-01,8,Integrated Stovetops,1702146944.0,151046048.0
2024-06-01,8,Integrated Stovetops,1127046784.0,132593144.0
2024-07-01,8,Integrated Stovetops,1504260992.0,125517200.0
2024-08-01,8,Integrated Stovetops,1498857088.0,140134848.0
2024-09-01,8,Integrated Stovetops,1616866944.0,144974800.0
2024-10-01,8,Integrated Stovetops,1524772352.0,136168848.0
2024-11-01,8,Integrated Stovetops,1478784128.0,143784848.0
2024-12-01,8,Integrated Stovetops,1462212480.0,141942448.0
2024-01-01,9,Cooking Appliances,1547563904.0,145812272.0
2024-02-01,9,Cooking Appliances,1595460864.0,175756384.0
2024-03-01,9,Cooking Appliances,1415957504.0,193183968.0
2024-04-01,9,Cooking Appliances,1542823168.0,167863152.0
2024-05-01,9,Cooking Appliances,1556006272.0,174944816.0
2024-06-01,9,Cooking Appliances,1539733760.0,152610736.0
2024-07-01,9,Cooking Appliances,1665426816.0,161616880.0
2024-08-01,9,Cooking Appliances,1517394048.0,164514336.0
2024-09-01,9,Cooking Appliances,1389240192.0,164785264.0
2024-10-01,9,Cooking Appliances,1517312384.0,188113648.0
2024-11-01,9,Cooking Appliances,1554423552.0,187831760.0
2024-12-01,9,Cooking Appliances,1497517952.0,185483296.0
2024-01-01,10,Baking Ovens,1414130304.0,120971104.0
2024-02-01,10,Baking Ovens,1439558528.0,130319856.0
2024-03-01,10,Baking Ovens,1216612864.0,116950800.0
2024-04-01,10,Baking Ovens,1377851008.0,104254328.0
2024-05-01,10,Baking Ovens,1267351296.0,106952256.0
2024-06-01,10,Baking Ovens,1189322240.0,95459968.0
2024-07-01,10,Baking Ovens,1391344640.0,108333656.0
2024-08-01,10,Baking Ovens,1453784960.0,112084400.0
2024-09-01,10,Baking Ovens,1484501120.0,132757064.0
2024-10-01,10,Baking Ovens,1420231936.0,128282440.0
2024-11-01,10,Baking Ovens,1576404352.0,121393024.0
2024-12-01,10,Baking Ovens,1371440128.0,135644752.0
2024-01-01,11,Climate Control Units,1000000000.0,148780352.0
2024-02-01,11,Climate Control Units,1000000000.0,152391920.0
2024-03-01,11,Climate Control Units,1000000000.0,141239872.0
2024-04-01,11,Climate Control Units,1000000000.0,145762752.0
2024-05-01,11,Climate Control Units,1000000000.0,142857632.0
2024-06-01,11,Climate Control Units,1000000000.0,148143104.0
2024-07-01,11,Climate Control Units,1000000000.0,142711312.0
2024-08-01,11,Climate Control Units,1000000000.0,145781696.0
2024-09-01,11,Climate Control Units,1000000000.0,144876624.0
2024-10-01,11,Climate Control Units,1000000000.0,148475168.0
2024-11-01,11,Climate Control Units,1000000000.0,143195024.0
2024-12-01,11,Climate Control Units,1000000000.0,149236064.0
2024-01-01,13,Digital Tablets,3243738112.0,439495264.0
2024-02-01,13,Digital Tablets,3105434368.0,447712576.0
2024-03-01,13,Digital Tablets,3202072832.0,446847936.0
2024-04-01,13,Digital Tablets,3051029760.0,383256832.0
2024-05-01,13,Digital Tablets,3322349312.0,445793536.0
2024-06-01,13,Digital Tablets,3036470528.0,375089600.0
2024-07-01,13,Digital Tablets,2731349504.0,360616704.0
2024-08-01,13,Digital Tablets,2631757312.0,348588352.0
2024-09-01,13,Digital Tablets,3317019648.0,429185216.0
2024-10-01,13,Digital Tablets,3244882432.0,463622464.0
2024-11-01,13,Digital Tablets,3248045568.0,464152864.0
2024-12-01,13,Digital Tablets,3134593024.0,400584032.0
2024-01-01,14,Display Screens,1380766720.0,612666048.0
2024-02-01,14,Display Screens,1443852160.0,604514752.0
2024-03-01,14,Display Screens,1544629888.0,582568960.0
2024-04-01,14,Display Screens,1487359360.0,535415520.0
2024-05-01,14,Display Screens,1486214272.0,532533216.0
2024-06-01,14,Display Screens,1476963072.0,594169856.0
2024-07-01,14,Display Screens,1621053184.0,630966464.0
2024-08-01,14,Display Screens,1547766528.0,484331616.0
2024-09-01,14,Display Screens,1279038080.0,480851168.0
2024-10-01,14,Display Screens,1359439744.0,521457440.0
2024-11-01,14,Display Screens,1381472512.0,493847456.0
2024-12-01,14,Display Screens,1396619648.0,534220480.0
2024-01-01,15,Mobile Phones & Refurbished Devices,36700061696.0,2246395136.0
2024-02-01,15,Mobile Phones & Refurbished Devices,40356032512.0,2147767808.0
2024-03-01,15,Mobile Phones & Refurbished Devices,36556017664.0,1966869376.0
2024-04-01,15,Mobile Phones & Refurbished Devices,44903731200.0,2094711680.0
2024-05-01,15,Mobile Phones & Refurbished Devices,36500205568.0,1902570880.0
2024-06-01,15,Mobile Phones & Refurbished Devices,38389415936.0,2264878848.0
2024-07-01,15,Mobile Phones & Refurbished Devices,38202396672.0,2544445952.0
2024-08-01,15,Mobile Phones & Refurbished Devices,43398000640.0,2399256832.0
2024-09-01,15,Mobile Phones & Refurbished Devices,39929737216.0,2413063680.0
2024-10-01,15,Mobile Phones & Refurbished Devices,43452104704.0,2306377984.0
2024-11-01,15,Mobile Phones & Refurbished Devices,37219590144.0,2191378944.0
2024-12-01,15,Mobile Phones & Refurbished Devices,37047250944.0,2375413760.0
2024-01-01,16,Flat-Screen TVs,7999766528.0,883745472.0
2024-02-01,16,Flat-Screen TVs,11541710848.0,1063608320.0
2024-03-01,16,Flat-Screen TVs,12384897024.0,1015210880.0
2024-04-01,16,Flat-Screen TVs,11055977472.0,990905664.0
2024-05-01,16,Flat-Screen TVs,12256892928.0,858289536.0
2024-06-01,16,Flat-Screen TVs,9986148352.0,805919680.0
2024-07-01,16,Flat-Screen TVs,10458668032.0,932119808.0
2024-08-01,16,Flat-Screen TVs,11233651712.0,1033685248.0
2024-09-01,16,Flat-Screen TVs,12683882496.0,1043464128.0
2024-10-01,16,Flat-Screen TVs,11165165568.0,994789888.0
2024-11-01,16,Flat-Screen TVs,10548862976.0,1036902912.0
2024-12-01,16,Flat-Screen TVs,10277441536.0,902820736.0
2024-01-01,17,Floor Cleaning Devices,3933586432.0,716802048.0
2024-02-01,17,Floor Cleaning Devices,3911027712.0,837568192.0
2024-03-01,17,Floor Cleaning Devices,5128217600.0,818840064.0
2024-04-01,17,Floor Cleaning Devices,5082382336.0,844789184.0
2024-05-01,17,Floor Cleaning Devices,5190507520.0,879891520.0
2024-06-01,17,Floor Cleaning Devices,5280700416.0,805852352.0
2024-07-01,17,Floor Cleaning Devices,5374507520.0,844455232.0
2024-08-01,17,Floor Cleaning Devices,4962265600.0,744545280.0
2024-09-01,17,Floor Cleaning Devices,4419799552.0,786686912.0
2024-10-01,17,Floor Cleaning Devices,4499664384.0,785857984.0
2024-11-01,17,Floor Cleaning Devices,5156298752.0,778427264.0
2024-12-01,17,Floor Cleaning Devices,4484099584.0,749272960.0
2024-01-01,18,Fabric Care Appliances,1564132864.0,275102080.0
2024-02-01,18,Fabric Care Appliances,1467799808.0,179013456.0
2024-03-01,18,Fabric Care Appliances,1502717312.0,223093568.0
2024-04-01,18,Fabric Care Appliances,1504162944.0,215826672.0
2024-05-01,18,Fabric Care Appliances,1501897600.0,211304640.0
2024-06-01,18,Fabric Care Appliances,1576424192.0,226240736.0
2024-07-01,18,Fabric Care Appliances,1487132288.0,236177392.0
2024-08-01,18,Fabric Care Appliances,1519047040.0,239311696.0
2024-09-01,18,Fabric Care Appliances,1531947136.0,261965984.0
2024-10-01,18,Fabric Care Appliances,1518888960.0,252687104.0
2024-11-01,18,Fabric Care Appliances,1601316992.0,272384832.0
2024-12-01,18,Fabric Care Appliances,1536485120.0,279806816.0
2024-01-01,19,Electric Cookware,1000000000.0,144726800.0
2024-02-01,19,Electric Cookware,1000000000.0,153807120.0
2024-03-01,19,Electric Cookware,1000000000.0,135795456.0
2024-04-01,19,Electric Cookware,1000000000.0,151895056.0
2024-05-01,19,Electric Cookware,1000000000.0,151540640.0
2024-06-01,19,Electric Cookware,1000000000.0,131497128.0
2024-07-01,19,Electric Cookware,1000000000.0,143981584.0
2024-08-01,19,Electric Cookware,1000000000.0,142123008.0
2024-09-01,19,Electric Cookware,1000000000.0,139112368.0
2024-10-01,19,Electric Cookware,1000000000.0,142637248.0
2024-11-01,19,Electric Cookware,1000000000.0,146664016.0
2024-12-01,19,Electric Cookware,1000000000.0,129255496.0
2024-01-01,21,Smart Wearables,2364258560.0,192799856.0
2024-02-01,21,Smart Wearables,2647996928.0,238620368.0
2024-03-01,21,Smart Wearables,2586940672.0,219318528.0
2024-04-01,21,Smart Wearables,2550223360.0,185799808.0
2024-05-01,21,Smart Wearables,2486311424.0,217319488.0
2024-06-01,21,Smart Wearables,2537868544.0,198389408.0
2024-07-01,21,Smart Wearables,2624074752.0,192809296.0
2024-08-01,21,Smart Wearables,2480616960.0,172818832.0
2024-09-01,21,Smart Wearables,2418818304.0,179337472.0
2024-10-01,21,Smart Wearables,2656925184.0,209568288.0
2024-11-01,21,Smart Wearables,2504421632.0,193093248.0
2024-12-01,21,Smart Wearables,2444791296.0,179395824.0
2024-01-01,23,Hot Beverage Machines,1507932800.0,320399872.0
2024-02-01,23,Hot Beverage Machines,1516692608.0,287930880.0
2024-03-01,23,Hot Beverage Machines,1483501696.0,325506848.0
2024-04-01,23,Hot Beverage Machines,1289180416.0,273413088.0
2024-05-01,23,Hot Beverage Machines,1386296576.0,304659008.0
2024-06-01,23,Hot Beverage Machines,1378386944.0,298573536.0
2024-07-01,23,Hot Beverage Machines,1386890880.0,280849984.0
2024-08-01,23,Hot Beverage Machines,1374310784.0,293979424.0
2024-09-01,23,Hot Beverage Machines,1390595584.0,294895648.0
2024-10-01,23,Hot Beverage Machines,1391547776.0,276995520.0
2024-11-01,23,Hot Beverage Machines,1438044800.0,267013648.0
2024-12-01,23,Hot Beverage Machines,1397432960.0,267156352.0
2024-01-01,26,Kitchen Prep Appliances,1473292416.0,246941552.0
2024-02-01,26,Kitchen Prep Appliances,1470143616.0,235209456.0
2024-03-01,26,Kitchen Prep Appliances,1554408832.0,260452144.0
2024-04-01,26,Kitchen Prep Appliances,1781236480.0,234691312.0
2024-05-01,26,Kitchen Prep Appliances,1510188160.0,265500464.0
2024-06-01,26,Kitchen Prep Appliances,1573176448.0,247777760.0
2024-07-01,26,Kitchen Prep Appliances,1570956928.0,222368800.0
2024-08-01,26,Kitchen Prep Appliances,1721111936.0,249928512.0
2024-09-01,26,Kitchen Prep Appliances,1431111168.0,217035216.0
2024-10-01,26,Kitchen Prep Appliances,1670692224.0,242100704.0
2024-11-01,26,Kitchen Prep Appliances,1295667200.0,221301616.0
2024-12-01,26,Kitchen Prep Appliances,1753632640.0,222624160.0
2024-01-01,27,Electric Razors,1000000000.0,263463248.0
2024-02-01,27,Electric Razors,1000000000.0,257544016.0
2024-03-01,27,Electric Razors,1000000000.0,248328528.0
2024-04-01,27,Electric Razors,1000000000.0,256838528.0
2024-05-01,27,Electric Razors,1000000000.0,256555280.0
2024-06-01,27,Electric Razors,1000000000.0,256811952.0
2024-07-01,27,Electric Razors,1000000000.0,254142224.0
2024-08-01,27,Electric Razors,1000000000.0,256247184.0
2024-09-01,27,Electric Razors,1000000000.0,256262256.0
2024-10-01,27,Electric Razors,1000000000.0,254208592.0
2024-11-01,27,Electric Razors,1000000000.0,264838880.0
2024-12-01,27,Electric Razors,1000000000.0,261607248.0
2024-01-01,29,All-in-One Printers & Printers,1000000000.0,219667792.0
2024-02-01,29,All-in-One Printers & Printers,1000000000.0,219127616.0
2024-03-01,29,All-in-One Printers & Printers,1000000000.0,213421520.0
2024-04-01,29,All-in-One Printers & Printers,1000000000.0,218565760.0
2024-05-01,29,All-in-One Printers & Printers,1000000000.0,218949392.0
2024-06-01,29,All-in-One Printers & Printers,1000000000.0,208124768.0
2024-07-01,29,All-in-One Printers & Printers,1000000000.0,212813264.0
2024-08-01,29,All-in-One Printers & Printers,1000000000.0,215624896.0
2024-09-01,29,All-in-One Printers & Printers,1000000000.0,194769680.0
2024-10-01,29,All-in-One Printers & Printers,1000000000.0,199849328.0
2024-11-01,29,All-in-One Printers & Printers,1000000000.0,197048992.0
2024-12-01,29,All-in-One Printers & Printers,1000000000.0,202446944.0
2024-01-01,30,Electric Kettles & Heaters,1000000000.0,135497552.0
2024-02-01,30,Electric Kettles & Heaters,1000000000.0,136869792.0
2024-03-01,30,Electric Kettles & Heaters,1000000000.0,139401232.0
2024-04-01,30,Electric Kettles & Heaters,1000000000.0,143941904.0
2024-05-01,30,Electric Kettles & Heaters,1000000000.0,132646712.0
2024-06-01,30,Electric Kettles & Heaters,1000000000.0,139225504.0
2024-07-01,30,Electric Kettles & Heaters,1000000000.0,147173968.0
2024-08-01,30,Electric Kettles & Heaters,1000000000.0,149449024.0
2024-09-01,30,Electric Kettles & Heaters,1000000000.0,150051856.0
2024-10-01,30,Electric Kettles & Heaters,1000000000.0,133060176.0
2024-11-01,30,Electric Kettles & Heaters,1000000000.0,131096024.0
2024-12-01,30,Electric Kettles & Heaters,1000000000.0,131681408.0
2024-01-01,34,Sandwich Makers & Grills,1000000000.0,137988320.0
2024-02-01,34,Sandwich Makers & Grills,1000000000.0,143944880.0
2024-03-01,34,Sandwich Makers & Grills,1000000000.0,160067808.0
2024-04-01,34,Sandwich Makers & Grills,1000000000.0,145116224.0
2024-05-01,34,Sandwich Makers & Grills,1000000000.0,146638848.0
2024-06-01,34,Sandwich Makers & Grills,1000000000.0,141712464.0
2024-07-01,34,Sandwich Makers & Grills,1000000000.0,140204096.0
2024-08-01,34,Sandwich Makers & Grills,1000000000.0,165967472.0
2024-09-01,34,Sandwich Makers & Grills,1000000000.0,145360672.0
2024-10-01,34,Sandwich Makers & Grills,1000000000.0,155644912.0
2024-11-01,34,Sandwich Makers & Grills,1000000000.0,142818720.0
2024-12-01,34,Sandwich Makers & Grills,1000000000.0,177199328.0
2024-01-01,36,Mice & Keyboards,1546434176.0,457718336.0
2024-02-01,36,Mice & Keyboards,1460174976.0,457783616.0
2024-03-01,36,Mice & Keyboards,1458727936.0,501341472.0
2024-04-01,36,Mice & Keyboards,1462936576.0,451493472.0
2024-05-01,36,Mice & Keyboards,1454382976.0,418679744.0
2024-06-01,36,Mice & Keyboards,1393508224.0,358594400.0
2024-07-01,36,Mice & Keyboards,1433507456.0,389106816.0
2024-08-01,36,Mice & Keyboards,1366035456.0,357103040.0
2024-09-01,36,Mice & Keyboards,1405276288.0,367206656.0
2024-10-01,36,Mice & Keyboards,1425587072.0,401935072.0
2024-11-01,36,Mice & Keyboards,1296021120.0,447776640.0
2024-12-01,36,Mice & Keyboards,1686899072.0,430891808.0
2024-01-01,39,Desktop Computers,1495513600.0,454736064.0
2024-02-01,39,Desktop Computers,1440168192.0,415225792.0
2024-03-01,39,Desktop Computers,1526883072.0,339713024.0
2024-04-01,39,Desktop Computers,1540723328.0,459179424.0
2024-05-01,39,Desktop Computers,1738937472.0,447224032.0
2024-06-01,39,Desktop Computers,1564221824.0,553374848.0
2024-07-01,39,Desktop Computers,1649923072.0,550024960.0
2024-08-01,39,Desktop Computers,1805722880.0,556950784.0
2024-09-01,39,Desktop Computers,1607019264.0,456355232.0
2024-10-01,39,Desktop Computers,1868600704.0,552576896.0
2024-11-01,39,Desktop Computers,1842279936.0,560847552.0
2024-12-01,39,Desktop Computers,1580883072.0,483908800.0
2024-01-01,40,Audio Headsets,3013923584.0,336807776.0
2024-02-01,40,Audio Headsets,2807020288.0,304338144.0
2024-03-01,40,Audio Headsets,4061650688.0,613840256.0
2024-04-01,40,Audio Headsets,4197498624.0,490893408.0
2024-05-01,40,Audio Headsets,3851049472.0,634002432.0
2024-06-01,40,Audio Headsets,3899112448.0,468147392.0
2024-07-01,40,Audio Headsets,4177276672.0,654634176.0
2024-08-01,40,Audio Headsets,4018618624.0,469094848.0
2024-09-01,40,Audio Headsets,3842787328.0,450225568.0
2024-10-01,40,Audio Headsets,3847313920.0,463121984.0
2024-11-01,40,Audio Headsets,3218376448.0,480622464.0
2024-12-01,40,Audio Headsets,3800163328.0,615373504.0
2024-01-01,43,Communication Gadgets,1366299520.0,339101632.0
2024-02-01,43,Communication Gadgets,1779785600.0,365596736.0
2024-03-01,43,Communication Gadgets,1783717888.0,332359168.0
2024-04-01,43,Communication Gadgets,1667643648.0,323882720.0
2024-05-01,43,Communication Gadgets,1764083968.0,262921344.0
2024-06-01,43,Communication Gadgets,1716615808.0,321193024.0
2024-07-01,43,Communication Gadgets,1695483520.0,332812160.0
2024-08-01,43,Communication Gadgets,1701804416.0,377331008.0
2024-09-01,43,Communication Gadgets,1449158016.0,311554304.0
2024-10-01,43,Communication Gadgets,1450037888.0,312032864.0
2024-11-01,43,Communication Gadgets,1515284480.0,358229312.0
2024-12-01,43,Communication Gadgets,1551946496.0,310520960.0
